,district,living_space,price,room_count,access_date,bathroom_count,date_added,owner,property_type,link,smoker,title
792,srodmiescie,62.0,2500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-3+pok-rondo-radoslawa-muranow/10010156979251012776000109,,"Bez prowizji: 3-pok. | Rondo Radosława, Muranów"
800,srodmiescie,60.0,4300,4,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-4+pok-60m2-stare-miasto/10010156959501012776000109,,Bez prowizji: 4-pok. | 60m2 | Stare Miasto
799,srodmiescie,103.0,6000,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-4+pok-%252B-parking-solec-srodmiesci/10010156959511012776000109,,"Bez prowizji: 4-pok. + parking | Solec, Śródmieści"
798,srodmiescie,57.0,5000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-2-pokoje-szpitalna-centrum/10010156965521012776000109,,"Bez prowizji: 2 pokoje | Szpitalna, Centrum"
714,srodmiescie,35.0,3800,2,2021-11-05,,05/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/cichy-elegancki-apartament-w-mennica-residence/10010111783901010492657909,Tak,CICHY elegancki Apartament w MENNICA RESIDENCE
664,srodmiescie,32.0,1700,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/1-pokojowe-32m2-srodmiescie-al-solidarnosci-zelazna/10010157142801012413740009,,"1 pokojowe, 32m2, Śródmieście, al. Solidarności / Żelazna"
795,srodmiescie,49.0,3500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-3+pok-%252B-parking-solec-powisle/10010156965541012776000109,,"Bez prowizji: 3-pok. + parking| Solec, Powiśle"
793,srodmiescie,50.0,3400,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-2+pok-w-kamienicy-hoza-centrum/10010156965551012776000109,,"Bez prowizji: 2-pok. w kamienicy | Hoża, Centrum"
668,srodmiescie,50.0,3200,3,2021-11-16,1.0,15/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/przytulne-mieszkanie-po-remoncie-w-samym-sercu-warszawy/10010027401951012723657809,,"Przytulne mieszkanie, po remoncie w samym sercu Warszawy"
723,srodmiescie,38.0,1700,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/srodmiescie-+-al-solidarnosci-1-pok-38-m/10010156682871010468572409,,"Śródmieście - Al.Solidarności, 1 pok, 38 m"
788,srodmiescie,73.0,5500,2,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-2+pok-%252B-balkon-aleja-roz/10010156959531012776000109,,Bez prowizji: 2-pok. + balkon | Aleja Róż
724,srodmiescie,30.0,2000,Kawalerka,2021-11-16,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/centrum-warszawy-+-al-jerozolimskie-89/10010156731571011187040609,,Centrum Warszawy - Al. Jerozolimskie 89 
780,srodmiescie,28.0,2500,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-kawalerka-stare-miasto/10010156959541012776000109,,Bez prowizji: Kawalerka | Stare Miasto
639,srodmiescie,40.0,2600,2,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/srodmiescie-elegancki-w-wysokim-standardzie-nowy-apartament-40m2-na-solidarnosci-60b-za-2600-zl/10010157208421010471611609,,Śródmieście elegancki w wysokim standardzie nowy apartament 40m2 na Solidarności 60b za 2600 zł
640,srodmiescie,39.0,2300,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/srodmiescie-+-ul-grzybowska-2-pok-39-m/10010157417291010468572409,,"Śródmieście - ul.Grzybowska, 2 pok, 39 m"
784,srodmiescie,124.0,8000,4,,3.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-4+pok-124m2-murano-dworzec-gdanski/10010156965591012776000109,,"Bez prowizji: 4-pok|124m2| Murano, Dworzec Gdański"
19,srodmiescie,60.0,3800,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/srodmiescie+60m2+2-pokoje+obok-placu-europejskiego+wolne-od-1-stycznia-2022/10010159518831010470712409,,ŚRÓDMIEŚCIE-60m2-2 POKOJE-OBOK PLACU EUROPEJSKIEGO-WOLNE OD 1 STYCZNIA 2022 
666,srodmiescie,56.0,2700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/2-osobne-pokoje-56m2-ul-inflancka-garaz-metro-dw-gdanski/10010157142781012413740009,,"2 osobne pokoje, 56m2, ul. Inflancka / Garaż / Metro Dw.Gdański"
644,srodmiescie,28.0,2500,Kawalerka,2021-11-15,1.0,13/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/ujazdowskie-8-28m2-przy-sejmie-i-pl-trzech-krzyzy/10010146328441011162196009,,"Ujazdowskie 8, 28m2, przy Sejmie i pl. Trzech Krzyży"
645,srodmiescie,98.0,5200,4,2021-10-27,2.0,27/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mieszkanie-98-m2-4-pokoje-idealne-pod-biuro/10010073950451010498029409,,"Mieszkanie  98 m2 ( 4 pokoje ), idealne pod biuro !"
869,srodmiescie,42.0,2500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-przytulne-3+pok-na-nowym-miescie/10010156963061012776000109,,Bez prowizji: Przytulne 3-pok. na Nowym Mieście
734,srodmiescie,51.0,3800,2,2021-12-01,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-m2-garaz-w-cenie-stawki-muranow/10010156959881012776000109,,"Bez prowizji: M2 |garaż w cenie| Stawki, Muranów"
785,srodmiescie,108.0,7300,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-3+pok-%252B-loggia-pasaz-saski-grzyb/10010156979281012776000109,,"Bez prowizji: 3-pok. + loggia | Pasaż Saski, Grzyb"
648,srodmiescie,50.0,2600,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/2+pokojowe-50-m2-srodmiescie-ul-chmielna-zlote-tarasy/10010157135741010469331509,Nie,"2-pokojowe, 50 m2 / Śródmieście ul. Chmielna / Złote Tarasy"
804,srodmiescie,50.0,3500,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-2-pokoje-babka-tower/10010156979221012776000109,,Bez prowizji: 2 pokoje | Babka Tower
728,srodmiescie,91.0,3100,3,2021-11-19,2.0,14/10/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/park-saski-klimatyczne-ciche-3-pok-91m2-blisko-zieleni-i-metra-ratusz+arsenal/10010020721261010468705209,,"Park Saski_klimatyczne, ciche 3 pok. 91m2_blisko zieleni i metra Ratusz-Arsenał"
652,srodmiescie,36.0,1750,2,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/srodmiescie-2-pokojowe-mieszkanie-36m2-z-oddzielna-kuchnia-i-balkonem-na-twardej-56a-za-1750-zl/10010157417161010471611609,,Śródmieście 2 pokojowe mieszkanie 36m2 z oddzielną kuchnią i balkonem na Twardej 56a za 1750 zł
727,srodmiescie,23.0,2000,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/srodmiescie-+-ul-freta-1-pok-23-m/10010156731691010468572409,,"Śródmieście - ul.Freta, 1 pok, 23 m"
787,srodmiescie,60.0,3500,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-m2-atelier-residence-swietokrzyska/10010156979261012776000109,,"Bez prowizji: M2 |Atelier Residence, Świętokrzyska"
20,srodmiescie,77.0,7300,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/powisle+77m2+3-pokoje+garaz+wysoki-standard+wolne+0-prowizji/10010159531841010470712409,,POWIŚLE-77m2-3 POKOJE-GARAŻ-WYSOKI STANDARD-WOLNE-0% PROWIZJI
807,srodmiescie,105.0,7700,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-3+pok-%252B-balkon-solec/10010156979201012776000109,,Bez prowizji: 3-pok. + balkon | Solec
921,srodmiescie,40.0,2400,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mala-kawalerka-w-kamienicy-w-centrum/10010156723991011378581009,,Mała kawalerka w kamienicy w Centrum
611,srodmiescie,50.0,2200,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/1+pokojowe-50m2-srodmiescie-stare-miasto-ul-ciasna/10010157713251010469331509,,"1-pokojowe, 50m2 / Śródmieście / Stare Miasto / ul. Ciasna"
326,srodmiescie,76.0,5700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/luksusowe-mieszkanie-z-garazem/10010158509631012710620009,,Luksusowe mieszkanie z garażem
316,srodmiescie,60.0,3900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/stylowe-2-pokoje-w-odrestaurowanej-kamienicy/10010158476851012710620009,,Stylowe 2 pokoje w odrestaurowanej kamienicy
1058,srodmiescie,24.0,2200,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/kawalerka-na-starym-miescie/10010155771311012506060109,,Kawalerka na STARYM MIEŚCIE.
305,srodmiescie,30.0,3500,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/nowiutkie-studio-w-centrum-miasta/10010158506451012710620009,,Nowiutkie studio w centrum miasta
304,srodmiescie,70.0,4500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/stylowe-mieszkanie-w-kamienicy-z-parkingiem/10010158509781012710620009,,Stylowe mieszkanie w kamienicy z parkingiem
902,srodmiescie,38.0,2500,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-2+pok-%252B-balkon-metro-swietokrzysk/10010156781951012776000109,,Bez prowizji: 2-pok. + balkon | Metro Świętokrzysk
296,srodmiescie,92.0,8500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/nowoczesne-luksusowe-3-pokoje-z-garazem/10010158517461012710620009,,"Nowoczesne, luksusowe 3 pokoje z garażem"
291,srodmiescie,40.0,3900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/luksusowy-apartament-przy-lazienkach/10010158506571012710620009,,Luksusowy apartament przy Łazienkach
1028,srodmiescie,57.0,5000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/2-pokojowe-mieszkanie-do-wynajecia-w-srodmiesciu/10010155836811011381140509,,2 pokojowe mieszkanie do wynajęcia w Śródmieściu
275,srodmiescie,40.0,2700,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/studio-w-scislym-centrum-przy-metrze-klimatyzacja/10010158506691012710620009,,"Studio w ścisłym centrum przy metrze, klimatyzacja"
274,srodmiescie,38.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/salon-z-aneksem-i-sypialnia-na-powislu/10010158506701012710620009,,Salon z aneksem i sypialnia na Powiślu
1029,srodmiescie,97.0,5000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/4pok-nowy-swiat-wynajem/10010155843791011381140509,,"4pok, Nowy Świat, Wynajem"
75,srodmiescie,67.0,2600,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/67-m2-kopernika-metro/10010159436171012765100009,,67 m2 Kopernika metro
925,srodmiescie,108.0,5000,,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mieszkanie-w-kamienicy-w-samym-centrum/10010156717521011378581009,,Mieszkanie w kamienicy w samym Centrum
268,srodmiescie,37.0,3500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/ladne-i-funkcjonalne-2-pokoje-na-powislu/10010158563181012710620009,,Ładne i funkcjonalne 2 pokoje na Powiślu
261,srodmiescie,40.0,3550,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/luksusowe-2-pokoje-w-scislym-centrum/10010158517691012710620009,,Luksusowe 2 pokoje w ścisłym centrum
257,srodmiescie,50.0,3200,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/salon-z-aneksem-i-sypialnia-przy-metrze-garaz/10010158506821012710620009,,"Salon z aneksem i sypialnia przy metrze, garaż"
328,srodmiescie,61.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/przestronne-dwa-pokoje-z-balkonem-powisle/10010158509561012710620009,,"Przestronne dwa pokoje z balkonem, Powiśle"
1034,srodmiescie,70.0,5192,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/biuro-w-kamienicy-centrum/10010155851111011381140509,,"Biuro w kamienicy, Centrum"
335,srodmiescie,50.0,3700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/przestronne-w-centrum-wysoki-standard/10010158506311012710620009,,"Przestronne w centrum, wysoki standard"
343,srodmiescie,90.0,7000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/trzypokojowy-apartament-przy-parku-z-garazem/10010158476641012710620009,,"Trzypokojowy apartament przy parku, z garażem"
421,srodmiescie,36.0,3200,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/nowoczesne-studio-w-centrum-metro/10010158517031012710620009,,"Nowoczesne studio w centrum, metro"
895,srodmiescie,42.0,2164,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-2+pokoje-chmielna-centrum/10010156781981012776000109,,"Bez prowizji: 2-pokoje | Chmielna, Centrum"
405,srodmiescie,148.0,14000,6,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/7-sypialni-salon-z-otwarta-kuchnia-centrum/10010158476441012710620009,,"7 sypialni, salon z otwartą kuchnią, centrum"
404,srodmiescie,25.0,2200,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/przestronne-studio-z-balkonem-na-powislu/10010158509231012710620009,,Przestronne studio z balkonem na Powiślu
395,srodmiescie,70.0,3700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/przestronne-mieszkanie-z-duzymi-pokojami/10010158509281012710620009,,Przestronne mieszkanie z dużymi pokojami
60,srodmiescie,40.0,1900,,2021-12-01,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/okazja-bezp-apartament-18p-basen-fitness-sauna-lucka-city-srodm-metro-rondo-daszynskiego-english/10010159287171010475522009,,OKAZJA BEZP APARTAMENT 18P BASEN FITNESS SAUNA ŁUCKA CITY ŚRÓDM METRO RONDO DASZYŃSKIEGO ENGLISH !!!
61,srodmiescie,160.0,25000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/spectacular-3-bedroom-apartment-on-zlota-44/10010159483021012424790009,,Spectacular 3 bedroom apartment on Złota 44
388,srodmiescie,51.0,2990,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/komfortowe-studio-przy-metrze-swietokrzyska/10010158476471012710620009,,Komfortowe studio przy metrze Świetokrzyska
371,srodmiescie,67.0,3300,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/dwupokojowe-z-garazem-w-scislym-centrum/10010158509361012710620009,,Dwupokojowe z garażem w ścisłym centrum
62,srodmiescie,130.0,19000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/luxury-1-bedroom-apartment-on-zlota-44/10010159483011012424790009,,Luxury 1 bedroom apartment on Złota 44
363,srodmiescie,169.0,7700,5,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/przestronne-5-pokoi-w-kamienicy-przy-szucha/10010158509381012710620009,,Przestronne 5 pokoi w kamienicy przy Szucha
360,srodmiescie,147.0,9000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/4-jasne-i-przestronne-pokoje-w-kamienicy-w-centrum/10010158509401012710620009,,4 jasne i przestronne pokoje w kamienicy w centrum
64,srodmiescie,130.0,5000,Kawalerka,2021-11-24,1.0,16/08/2021,Agencja,Inne,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/wynajmij-lokal-na-impreze-sylwestrowa-warszawa-lokalizacja-towarowa-22/1009766219870910878240909,,Wynajmij lokal na imprezę SYLWESTROWĄ Warszawa lokalizacja Towarowa 22.
357,srodmiescie,30.0,3350,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/wygodny-apartament-w-centrum-przy-metrze/10010158517181012710620009,,Wygodny apartament w centrum przy metrze
354,srodmiescie,86.0,5000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/eleganckie-mieszkanie-w-super-lokalizacji/10010158509431012710620009,,Eleganckie mieszkanie w super lokalizacji
348,srodmiescie,78.0,3500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/przestronne-2-pokoje-z-oddzielna-kuchnia-i-tarasem/10010158517211012710620009,,Przestronne 2 pokoje z oddzielną kuchnią i tarasem
1012,srodmiescie,38.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/na-doby-2-pok-w-swietnej-loklizacji-w+wa-srodm/10010155897711012016000209,,"Na doby, 2 pok W ŚWIETNEJ LOKLIZACJI W-WA ŚRÓDM."
612,srodmiescie,83.0,5000,4,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mieszkanie-na-biuro-przy-pl-trzech-krzyzy/10010157781071011334147309,,"Mieszkanie na BIURO, przy Pl.Trzech Krzyży"
893,srodmiescie,34.0,2000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-2-pok-%252B-balkon-srodmiescie/10010156813961012776000109,,Bez prowizji: 2 pok. + balkon | Śródmieście
1035,srodmiescie,150.0,7800,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mieszkanie-warszawa-srodmiescie-150m2-nr-hh+mw+925212511/10010155836331011381140509,,Mieszkanie Warszawa Śródmieście 150m2 (nr: HH-MW-925212511)
908,srodmiescie,40.0,3900,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/bez-prowizji-nowe-2+pok-lazienki-krolewskie/10010156860591012776000109,,Bez prowizji: Nowe 2-pok. | Łazienki Królewskie
914,srodmiescie,54.0,2800,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/dwa-oddzielne-pokoje+srodmiescie-ul-29-listopada/10010156801801012794990009,,"Dwa oddzielne pokoje-Śródmieście, ul. 29 Listopada"
98,srodmiescie,32.0,1850,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/32-m2-obozna-przy-krakowskim-przedmiesciu/10010159136741012765100009,,32 m2 Oboźna przy Krakowskim Przedmieściu
143,srodmiescie,63.0,3900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/nie-zamieszkale-w-centrum/10010159208001012433760209,,Nie zamieszkałe w Centrum
1053,srodmiescie,58.0,2600,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/wynajme-3-pokojowe-mieszkanie-przy-ul-inflanckiej/10010155774541012506060109,,Wynajmę 3 pokojowe mieszkanie przy ul. Inflanckiej
924,srodmiescie,40.0,2500,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/srodmiescie-pokoj-40m/10010156723741011476820109,,Śródmieście pokój 40m
102,srodmiescie,80.0,6000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mieszkanie-warszawa-srodmiescie-80m2-nr-aco+mw+3802/10010159382301012765100009,,Mieszkanie Warszawa Śródmieście 80m2 (nr: ACO-MW-3802)
134,srodmiescie,77.0,7000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/nowe-mieszkanie-o-wysokim-standardzie/10010159136211012710620009,,Nowe mieszkanie o wysokim standardzie
130,srodmiescie,50.0,3400,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/super-widok-mozliwe-dodatkowe-meble/10010159108731012710620009,,"Super widok, możliwe dodatkowe meble"
104,srodmiescie,58.0,3480,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/pl-politechniki-3-pok-na-biuro-1990-rok/10010159436051012765100009,,Pl Politechniki 3 pok na biuro 1990 rok
128,srodmiescie,65.65578358208955,1100,,2021-12-01,,16/11/2021,Właściciel,Inne,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/pokoj-przu-placu-unii-lubelskiej-1100-ze-wszystkim/10010159256001012468376609,,Pokój przu Placu Unii Lubelskiej 1100 ze wszystkim!
917,srodmiescie,20.0,2000,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/kawalerka-kolo-pl-zbawiciela/10010156781561011493880209,,Kawalerka koło Pl. Zbawiciela
122,srodmiescie,65.65578358208955,1900,,,,,,,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mieszkanie-warszawa-srodmiescie-39m2-nr-ace+mw+143491/10010159115881011379840609,,Mieszkanie Warszawa Śródmieście 39m2 (nr: ACE-MW-143491)
114,srodmiescie,120.0,9950,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/luksusowy-apartament-na-starym-miescie/10010159208541012424790009,,Luksusowy apartament na Starym Mieście
105,srodmiescie,120.0,5500,5,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/120-m2-na-biuro-w-eleganckiej-kamienicy/10010159405241012765100009,,120 m2 na biuro w eleganckiej kamienicy
923,srodmiescie,63.0,3800,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mieszkanie-w-kamienicy-w-samym-centrum/10010156753501011378581009,,Mieszkanie w kamienicy w samym Centrum
919,srodmiescie,33.0,2200,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mala-kawalerka-w-oficynie-w-centrum/10010156753941011378581009,,Mała kawalerka w oficynie w Centrum
106,srodmiescie,90.0,4000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/srodmiescie/mieszkanie-warszawa-srodmiescie-90m2-nr-aco+mw+3672/10010159136701012765100009,,Mieszkanie Warszawa Śródmieście 90m2 (nr: ACO-MW-3672)
